date,average_temp,total_precip_mm,did_rain,is_closed,is_lockdown,is_curfew,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_name_April,month_name_August,month_name_December,month_name_February,month_name_January,month_name_July,month_name_June,month_name_March,month_name_May,month_name_November,month_name_October,month_name_September,year_2015.0,year_2016.0,year_2017.0,year_2018.0,year_2019.0,year_2020.0,year_2021.0,day_type_domingo,day_type_festivo,day_type_laborable,day_type_sábado,prev_sales,is_post_holiday,is_pre_holiday,predicted_sales,actual_total_sales
2015-09-23,19.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,95.8,0.0,0.0,455.6801079330652,156.5
2015-09-24,19.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,156.5,0.0,0.0,500.35904246369853,141.8
2015-09-25,21.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,141.8,0.0,0.0,1317.3190625000007,1095.15
2015-09-26,20.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1095.15,0.0,0.0,2781.470000000001,2588.05
2015-09-27,21.2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2588.05,0.0,0.0,1684.5757272727274,1316.9
2015-09-28,18.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1316.9,0.0,0.0,1088.4184307210048,1929.0
2015-09-29,18.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1929.0,0.0,0.0,848.5076660160184,578.0
2015-09-30,18.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,578.0,0.0,0.0,643.007526438267,552.2
2015-10-01,18.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,552.2,0.0,0.0,631.7527051102281,429.3
2015-10-02,19.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,429.3,0.0,0.0,1897.53,1955.4
2015-10-03,19.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1955.4,0.0,0.0,5004.756333333332,5289.97
2015-10-04,18.7,1.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5289.97,0.0,0.0,2953.313645205416,2679.1
2015-10-05,20.8,2.54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2679.1,0.0,0.0,506.42879149903354,475.5
2015-10-06,18.2,19.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,475.5,0.0,0.0,630.9237718712493,63.0
2015-10-07,15.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,63.0,0.0,0.0,563.2259308133712,507.0
2015-10-08,15.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,507.0,0.0,0.0,760.8152177743077,1018.0
2015-10-09,14.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1018.0,0.0,0.0,1767.686950892857,1375.75
2015-10-10,15.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1375.75,0.0,0.0,3680.1852499999986,3765.7
2015-10-11,17.2,1.78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3765.7,0.0,1.0,3646.1417879166665,4826.45
2015-10-12,17.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4826.45,0.0,0.0,3302.9795009752247,3071.75
2015-10-13,13.3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3071.75,1.0,0.0,1171.590632978378,198.5
2015-10-14,11.6,1.52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,198.5,0.0,0.0,616.874853849429,437.0
2015-10-15,11.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,437.0,0.0,0.0,694.5873114327946,340.75
2015-10-16,12.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,340.75,0.0,0.0,2145.206284722221,1993.45
2015-10-17,15.5,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1993.45,0.0,0.0,4971.572583333333,5213.75
2015-10-18,15.9,9.91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5213.75,0.0,0.0,3224.928449876739,3061.15
2015-10-19,16.6,17.02,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3061.15,0.0,0.0,335.33669498504025,20.0
2015-10-20,15.7,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,20.0,0.0,0.0,25.45,0.0
2015-10-21,12.1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,15.169999999999998,0.0
2015-10-22,12.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,11.352500000000001,0.0
2015-10-23,13.7,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,894.3913541666668,0.0
2015-10-24,15.2,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,723.59625,0.0
2015-10-25,15.9,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,38.275,0.0
2015-10-26,15.2,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,6.873749999999999,0.0
2015-10-27,14.4,0.51,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,6.873749999999999,0.0
2015-10-28,12.8,3.3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,31.548749999999995,0.0
2015-10-29,14.1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,11.352500000000001,0.0
2015-10-30,14.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1470.5685625,1356.25
2015-10-31,15.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1356.25,0.0,1.0,3537.023999999999,3082.25
2015-11-01,16.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3082.25,0.0,0.0,3111.481144394715,3587.55
2015-11-02,12.9,12.95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3587.55,1.0,0.0,1137.4254119871107,1744.3
2015-11-03,12.3,15.49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1744.3,0.0,0.0,529.6024668850733,178.0
2015-11-04,12.9,0.51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,178.0,0.0,0.0,608.9658688576476,652.05
2015-11-05,14.6,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,652.05,0.0,0.0,567.2214167140835,432.7
2015-11-06,14.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,432.7,0.0,0.0,1762.7669652777772,1622.2
2015-11-07,15.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1622.2,0.0,0.0,4152.200000000001,4315.25
2015-11-08,15.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4315.25,0.0,1.0,3517.094644444444,3378.65
2015-11-09,13.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3378.65,0.0,0.0,2917.2006027280468,2882.7
2015-11-10,12.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2882.7,1.0,0.0,905.643634993385,698.8
2015-11-11,11.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,698.8,0.0,0.0,700.7024828512674,484.0
2015-11-12,11.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,484.0,0.0,0.0,691.7933199118243,576.9
2015-11-13,11.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,576.9,0.0,0.0,2385.249916576478,2297.65
2015-11-14,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2297.65,0.0,0.0,5143.696803300869,5035.1
2015-11-15,10.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5035.1,0.0,0.0,3432.2533136991033,3199.85
2015-11-16,9.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3199.85,0.0,0.0,545.7600631535277,280.55
2015-11-17,9.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,280.55,0.0,0.0,443.2788657580507,274.95
2015-11-18,10.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,274.95,0.0,0.0,678.9628216282861,787.5
2015-11-19,11.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,787.5,0.0,0.0,664.4674977411727,385.8
2015-11-20,12.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,385.8,0.0,0.0,2215.461909722221,2230.2
2015-11-21,11.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2230.2,0.0,0.0,5211.721803300867,5216.5
2015-11-22,5.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5216.5,0.0,0.0,3878.269783689181,4096.9
2015-11-23,5.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4096.9,0.0,0.0,513.2397238608228,378.8
2015-11-24,4.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,378.8,0.0,0.0,480.4095616403848,424.0
2015-11-25,10.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,424.0,0.0,0.0,674.0438350917142,493.95
2015-11-26,10.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,493.95,0.0,0.0,643.1930013068182,454.1
2015-11-27,12.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,454.1,0.0,0.0,2515.5183887987,2514.4
2015-11-28,8.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2514.4,0.0,0.0,6141.63674107143,6076.95
2015-11-29,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6076.95,0.0,0.0,3569.838661324788,2861.85
2015-11-30,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2861.85,0.0,0.0,642.17183821617,311.5
2015-12-01,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,311.5,0.0,0.0,359.0025174968732,229.1
2015-12-02,5.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,229.1,0.0,0.0,643.5385924671591,626.5
2015-12-03,6.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,626.5,0.0,0.0,765.2376102524756,643.8
2015-12-04,7.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,643.8,0.0,0.0,2550.1605091706524,2299.45
2015-12-05,8.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2299.45,0.0,1.0,5131.443693181822,4740.2
2015-12-06,7.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4740.2,0.0,0.0,3787.7838881038647,3802.75
2015-12-07,6.7,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3802.75,1.0,1.0,3642.6100446428563,4413.0
2015-12-08,8.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4413.0,0.0,0.0,3753.8980006038646,3649.15
2015-12-09,8.3,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3649.15,1.0,0.0,1407.3162499999992,392.1
2015-12-10,8.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,392.1,0.0,0.0,678.4333365956841,658.3
2015-12-11,9.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,658.3,0.0,0.0,2700.5952591706528,2808.95
2015-12-12,9.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2808.95,0.0,0.0,6088.052005849752,6219.55
2015-12-13,7.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6219.55,0.0,0.0,4318.740649918298,4087.15
2015-12-14,10.2,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4087.15,0.0,0.0,1286.7750055950141,928.6
2015-12-15,10.3,0.51,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,928.6,0.0,0.0,819.470621867759,588.1
2015-12-16,7.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,588.1,0.0,0.0,864.2303967237542,883.8
2015-12-17,7.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,883.8,0.0,0.0,1219.5125957069572,1372.1
2015-12-18,7.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1372.1,0.0,0.0,3392.7359460136713,3658.76
2015-12-19,7.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3658.76,0.0,0.0,5446.6014934038685,5235.95
2015-12-20,7.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5235.95,0.0,0.0,3989.139172826087,3685.2
2015-12-21,7.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3685.2,0.0,0.0,2023.358643467644,1643.55
2015-12-22,6.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1643.55,0.0,0.0,3080.9748557658145,4187.68
2015-12-23,6.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4187.68,0.0,0.0,3238.4403392857125,2956.65
2015-12-24,4.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2956.65,0.0,1.0,1193.5059791666667,704.75
2015-12-25,4.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,704.75,0.0,0.0,3950.832874999998,3917.65
2015-12-26,3.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3917.65,1.0,0.0,5850.398410070536,5713.95
2015-12-27,5.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5713.95,0.0,0.0,4435.414182870069,4947.75
2015-12-28,7.9,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4947.75,0.0,0.0,3725.803543269232,4757.3
2015-12-29,8.4,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4757.3,0.0,0.0,2983.0245357142862,4375.0
2015-12-30,7.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4375.0,0.0,0.0,3006.143041666666,3938.0
2015-12-31,8.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3938.0,0.0,1.0,1250.8694791666662,1022.45
2016-01-01,10.6,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1022.45,0.0,0.0,4334.311124999999,3889.3
2016-01-02,9.1,1.78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3889.3,1.0,0.0,7995.376904761902,8034.55
2016-01-03,6.8,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8034.55,0.0,0.0,5630.903231726682,6146.1
2016-01-04,12.7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6146.1,0.0,0.0,3616.991155448716,4975.65
2016-01-05,7.9,3.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4975.65,0.0,1.0,1808.0045871212114,1074.2
2016-01-06,5.7,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1074.2,0.0,0.0,4118.999777777779,3437.25
2016-01-07,12.8,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3437.25,1.0,0.0,2417.3462937589147,2428.7
2016-01-08,12.2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2428.7,0.0,0.0,3291.350394444444,3009.35
2016-01-09,10.3,5.59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3009.35,0.0,0.0,6821.548593939389,7009.65
2016-01-10,11.1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7009.65,0.0,0.0,4436.649036363016,4781.45
2016-01-11,9.9,11.18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4781.45,0.0,0.0,1174.8387778740882,595.3
2016-01-12,7.0,1.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,595.3,0.0,0.0,614.377977720199,338.45
2016-01-13,4.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,338.45,0.0,0.0,845.214858680212,760.5
2016-01-14,4.7,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,760.5,0.0,0.0,848.843330080892,755.75
2016-01-15,7.0,1.27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,755.75,0.0,0.0,3059.2087762826472,2718.75
2016-01-16,4.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2718.75,0.0,0.0,7434.936982142857,7579.0
2016-01-17,1.6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7579.0,0.0,0.0,5065.95514136905,3914.8
2016-01-18,6.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3914.8,0.0,0.0,597.0036489943699,447.8
2016-01-19,5.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,447.8,0.0,0.0,655.0713746569915,489.5
2016-01-20,4.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,489.5,0.0,0.0,840.1658575349309,796.6
2016-01-21,5.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,796.6,0.0,0.0,742.9096615751478,516.8
2016-01-22,8.3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,516.8,0.0,0.0,2849.928155491402,3346.1
2016-01-23,11.3,0.76,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3346.1,0.0,0.0,7142.651462987014,6972.6
2016-01-24,10.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6972.6,0.0,0.0,4162.998403674524,4176.0
2016-01-25,9.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4176.0,0.0,0.0,1051.3988323589924,716.6
2016-01-26,8.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,716.6,0.0,0.0,828.1926064995098,914.0
