date,average_temp,total_precip_mm,did_rain,is_closed,is_lockdown,is_curfew,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_name_April,month_name_August,month_name_December,month_name_February,month_name_January,month_name_July,month_name_June,month_name_March,month_name_May,month_name_November,month_name_October,month_name_September,year_2015.0,year_2016.0,year_2017.0,year_2018.0,year_2019.0,year_2020.0,year_2021.0,day_type_domingo,day_type_festivo,day_type_laborable,day_type_sábado,prev_sales,is_post_holiday,is_pre_holiday,predicted_sales,actual_total_sales
2017-01-02,2.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3312.7,0.0,0.0,3610.619999999999,5114.2
2017-01-03,4.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5114.2,0.0,0.0,3998.868443813132,4863.45
2017-01-04,4.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4863.45,0.0,0.0,4554.022471590912,4926.95
2017-01-05,5.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4926.95,0.0,1.0,2694.7046843434337,2612.45
2017-01-06,2.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2612.45,0.0,0.0,5343.341749999998,4232.9
2017-01-07,2.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4232.9,1.0,0.0,6955.998035714287,6464.35
2017-01-08,2.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6464.35,0.0,0.0,4515.999135531138,3933.95
2017-01-09,3.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3933.95,0.0,0.0,1481.874825412088,959.8
2017-01-10,6.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,959.8,0.0,0.0,740.3106826486124,574.85
2017-01-11,11.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,574.85,0.0,0.0,1028.9711309023764,1106.4
2017-01-12,7.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1106.4,0.0,0.0,946.9442374096514,781.8
2017-01-13,7.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,781.8,0.0,0.0,2781.739286679861,2745.7
2017-01-14,3.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2745.7,0.0,0.0,7397.659205357142,7606.2
2017-01-15,4.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7606.2,0.0,0.0,4857.664381655703,4714.15
2017-01-16,7.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4714.15,0.0,0.0,1002.0752050824373,659.3
2017-01-17,6.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,659.3,0.0,0.0,661.5640696107189,687.75
2017-01-18,0.3,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,687.75,0.0,0.0,1117.0565905601966,450.6
2017-01-19,1.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,450.6,0.0,0.0,867.8561303501131,928.9
2017-01-20,5.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,928.9,0.0,0.0,2784.628374585314,2687.6
2017-01-21,6.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2687.6,0.0,0.0,6907.526633928571,8233.0
2017-01-22,2.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8233.0,0.0,0.0,5295.788288690476,5898.7
2017-01-23,5.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5898.7,0.0,0.0,1220.0621798008729,888.35
2017-01-24,3.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,888.35,0.0,0.0,991.0304638057056,1065.1
2017-01-25,2.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1065.1,0.0,0.0,1324.8007218159405,1485.7
2017-01-26,1.3,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1485.7,0.0,0.0,955.0081484805742,749.3
2017-01-27,4.8,11.43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,749.3,0.0,0.0,3136.921821466629,3087.15
2017-01-28,5.1,6.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3087.15,0.0,0.0,8868.504374999995,8542.6
2017-01-29,5.2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8542.6,0.0,0.0,5375.004121607631,5807.8
2017-01-30,9.1,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5807.8,0.0,0.0,1215.271328996101,694.6
2017-01-31,9.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,694.6,0.0,0.0,679.6149380878944,493.5
2017-02-01,6.9,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,493.5,0.0,0.0,887.6085057760665,1362.15
2017-02-02,9.2,4.83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1362.15,0.0,0.0,1184.644211981139,817.7
2017-02-03,9.9,2.54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,817.7,0.0,0.0,3607.2574226190472,3839.2
2017-02-04,11.9,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3839.2,0.0,0.0,9017.51941071428,9545.8
2017-02-05,9.5,1.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9545.8,0.0,0.0,5614.726843243243,6178.0
2017-02-06,10.8,2.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6178.0,0.0,0.0,576.8083669452511,483.4
2017-02-07,9.6,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,483.4,0.0,0.0,694.3347705899591,775.05
2017-02-08,6.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,775.05,0.0,0.0,1007.693950933761,838.45
2017-02-09,3.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,838.45,0.0,0.0,1023.8459477435584,791.65
2017-02-10,2.7,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,791.65,0.0,0.0,3312.343697985348,3448.8
2017-02-11,5.7,4.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3448.8,0.0,0.0,8712.612875,9207.1
2017-02-12,8.8,8.38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9207.1,0.0,0.0,6711.088145833336,7308.7
2017-02-13,10.3,17.27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7308.7,0.0,0.0,674.6174731238538,509.5
2017-02-14,7.1,0.51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,509.5,0.0,0.0,781.6823958355055,1124.45
2017-02-15,8.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1124.45,0.0,0.0,1084.802930974868,753.35
2017-02-16,7.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,753.35,0.0,0.0,1106.2913187187582,1983.7
2017-02-17,6.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1983.7,0.0,0.0,3357.5825323412696,3461.45
2017-02-18,6.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3461.45,0.0,0.0,7429.13025,7437.6
2017-02-19,9.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7437.6,0.0,0.0,4888.0648725526835,5000.7
2017-02-20,7.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5000.7,0.0,0.0,814.1193670058387,736.0
2017-02-21,7.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,736.0,0.0,0.0,792.0387302426685,533.9
2017-02-22,9.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,533.9,0.0,0.0,728.2518145129559,522.2
2017-02-23,10.5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,522.2,0.0,0.0,761.8831423063367,991.2
2017-02-24,11.1,0.76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,991.2,0.0,0.0,2959.538854166668,2700.6
2017-02-25,8.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2700.6,0.0,0.0,6516.764449179292,6126.4
2017-02-26,7.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6126.4,0.0,0.0,4948.009902395364,5108.55
2017-02-27,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5108.55,0.0,0.0,754.2168435698569,929.75
2017-02-28,10.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,929.75,0.0,0.0,853.0909948061956,915.45
2017-03-01,10.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,915.45,0.0,0.0,937.0090698152032,906.85
2017-03-02,8.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,906.85,0.0,0.0,956.0152031877462,953.7
2017-03-03,6.8,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,953.7,0.0,0.0,3049.2740552239147,4419.8
2017-03-04,5.5,2.03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4419.8,0.0,0.0,9376.132875,9594.25
2017-03-05,9.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9594.25,0.0,0.0,4587.465632132134,5324.5
2017-03-06,14.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5324.5,0.0,0.0,766.9821099928331,392.0
2017-03-07,14.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,392.0,0.0,0.0,591.110226978001,516.5
2017-03-08,12.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,516.5,0.0,0.0,727.4745661883917,532.35
2017-03-09,14.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,532.35,0.0,0.0,641.8614433004275,4512.8
2017-03-10,14.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4512.8,0.0,0.0,2555.086753472222,2021.5
2017-03-11,14.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021.5,0.0,0.0,5690.9450865800845,5952.9
2017-03-12,11.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5952.9,0.0,0.0,4124.145604986178,4355.8
2017-03-13,10.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4355.8,0.0,0.0,1103.6974569653296,577.9
2017-03-14,14.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,577.9,0.0,0.0,617.5748370419311,375.6
2017-03-15,13.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,375.6,0.0,0.0,612.2624200013549,388.8
2017-03-16,11.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,388.8,0.0,0.0,657.543939112805,754.35
2017-03-17,10.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,754.35,0.0,0.0,2479.9903454609494,2011.5
2017-03-18,11.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2011.5,0.0,0.0,4521.073836580088,3755.2
2017-03-19,13.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3755.2,0.0,1.0,3723.3475214285727,4434.6
2017-03-20,15.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4434.6,0.0,0.0,2619.4475439045177,2519.5
2017-03-21,12.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2519.5,1.0,0.0,746.2321843119869,276.15
2017-03-22,8.4,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,276.15,0.0,0.0,838.2383480202246,1131.45
2017-03-23,3.0,6.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1131.45,0.0,0.0,896.7004908235998,294.35
2017-03-24,3.9,2.79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,294.35,0.0,0.0,3021.290444843252,3274.9
2017-03-25,4.8,2.54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3274.9,0.0,0.0,8879.090625,8721.25
2017-03-26,10.0,2.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8721.25,0.0,0.0,5398.606873050937,5512.35
2017-03-27,10.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5512.35,0.0,0.0,793.8544119452388,1213.25
2017-03-28,10.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1213.25,0.0,0.0,1071.521249169767,442.5
2017-03-29,11.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,442.5,0.0,0.0,806.3763788912777,876.0
2017-03-30,13.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,876.0,0.0,0.0,982.5490792868493,1171.8
2017-03-31,15.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1171.8,0.0,0.0,3721.0807534722203,4385.15
2017-04-01,13.1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4385.15,0.0,0.0,6241.330972570533,5754.15
2017-04-02,12.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5754.15,0.0,0.0,3777.6455338484434,3564.7
2017-04-03,11.4,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3564.7,0.0,0.0,694.731697217426,405.5
2017-04-04,12.8,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,405.5,0.0,0.0,511.98416130140015,184.5
2017-04-05,13.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,184.5,0.0,0.0,667.8440541146471,699.0
2017-04-06,14.1,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,699.0,0.0,0.0,707.3472398584497,1376.55
2017-04-07,14.9,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1376.55,0.0,0.0,2654.472600088763,2934.95
2017-04-08,14.9,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2934.95,0.0,0.0,3996.6077250957833,2913.15
2017-04-09,15.3,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2913.15,0.0,0.0,2505.480127237851,2454.4
2017-04-10,15.8,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2454.4,0.0,0.0,874.1633591705156,1491.0
2017-04-11,17.8,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1491.0,0.0,0.0,1062.3329567802705,1356.8
2017-04-12,18.4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1356.8,0.0,1.0,1772.1886860125953,1688.9
2017-04-13,18.7,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1688.9,0.0,1.0,3206.7856250000004,2988.0
2017-04-14,18.1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2988.0,1.0,0.0,3239.202020483193,2698.65
2017-04-15,18.2,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2698.65,1.0,0.0,3640.6052250957873,3243.6
2017-04-16,17.2,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3243.6,0.0,0.0,3238.8619854203544,2005.2
2017-04-17,18.8,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2005.2,0.0,0.0,886.2409822857538,704.35
2017-04-18,19.8,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,704.35,0.0,0.0,750.3076314334495,351.5
2017-04-19,16.6,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,351.5,0.0,0.0,660.4878179937472,672.5
2017-04-20,13.9,2.29,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,672.5,0.0,0.0,647.0884035624861,413.75
2017-04-21,13.1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,413.75,0.0,0.0,2530.3006600969716,2434.9
2017-04-22,13.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2434.9,0.0,0.0,5950.606865968799,6562.15
2017-04-23,16.6,0.25,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6562.15,0.0,0.0,3755.2496044337604,3474.9
2017-04-24,17.6,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3474.9,0.0,0.0,763.8873811996375,352.0
2017-04-25,17.8,4.32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,352.0,0.0,0.0,575.389381331058,538.6
2017-04-26,14.7,2.29,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,538.6,0.0,0.0,806.714991989975,808.5
2017-04-27,9.2,0.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,808.5,0.0,0.0,969.3624756440462,1121.9
2017-04-28,9.8,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1121.9,0.0,0.0,2781.381922509398,2672.0
2017-04-29,10.2,2.29,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2672.0,0.0,0.0,7402.911284496753,5934.15
2017-04-30,11.1,3.56,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5934.15,0.0,1.0,4558.306590544872,6469.55
2017-05-01,11.7,1.27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6469.55,0.0,1.0,4617.218291666669,3983.45
2017-05-02,16.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3983.45,1.0,0.0,2436.506571078432,1956.8
2017-05-03,18.7,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1956.8,1.0,0.0,1081.6387400842916,191.7
2017-05-04,19.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,191.7,0.0,0.0,645.9491063423087,659.0
2017-05-05,17.8,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,659.0,0.0,0.0,3053.9899722222244,3467.8
2017-05-06,15.7,0.51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3467.8,0.0,0.0,8065.836410714282,8582.05
2017-05-07,18.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8582.05,0.0,0.0,1606.1684713405805,282.3
