date,total_sales,day_of_week,month_name,day,year
2017-04-30,6469.55,Sunday,April,30,2017
2017-05-01,3983.45,Monday,May,1,2017
2017-05-02,1956.8,Tuesday,May,2,2017
2017-05-03,191.7,Wednesday,May,3,2017
2017-05-04,659.0,Thursday,May,4,2017
2017-05-05,3467.8,Friday,May,5,2017
2017-05-06,8582.05,Saturday,May,6,2017
2017-05-07,282.3,Sunday,May,7,2017
2017-05-08,610.0,Monday,May,8,2017
2017-05-09,605.0,Tuesday,May,9,2017
2017-05-10,848.15,Wednesday,May,10,2017
2017-05-11,711.35,Thursday,May,11,2017
2017-05-12,2240.7,Friday,May,12,2017
2017-05-13,4002.7,Saturday,May,13,2017
2017-05-14,2892.0,Sunday,May,14,2017
2017-05-15,1526.75,Monday,May,15,2017
2017-05-16,372.5,Tuesday,May,16,2017
2017-05-17,401.5,Wednesday,May,17,2017
2017-05-18,451.9,Thursday,May,18,2017
2017-05-19,2287.0,Friday,May,19,2017
2017-05-20,4962.05,Saturday,May,20,2017
2017-05-21,3048.03,Sunday,May,21,2017
2017-05-22,470.5,Monday,May,22,2017
2017-05-23,402.25,Tuesday,May,23,2017
2017-05-24,830.1,Wednesday,May,24,2017
2017-05-25,1092.5,Thursday,May,25,2017
2017-05-26,2688.8,Friday,May,26,2017
2017-05-27,3977.4,Saturday,May,27,2017
2017-05-28,3833.5,Sunday,May,28,2017
2017-05-29,351.5,Monday,May,29,2017
2017-05-30,924.3,Tuesday,May,30,2017
2017-05-31,947.8,Wednesday,May,31,2017
2017-06-01,1377.7,Thursday,June,1,2017
2017-06-02,1936.75,Friday,June,2,2017
2017-06-03,3633.95,Saturday,June,3,2017
2017-06-04,2866.9,Sunday,June,4,2017
2017-06-05,1093.2,Monday,June,5,2017
2017-06-06,924.0,Tuesday,June,6,2017
2017-06-07,897.9,Wednesday,June,7,2017
2017-06-08,931.6,Thursday,June,8,2017
2017-06-09,2107.85,Friday,June,9,2017
2017-06-10,4139.05,Saturday,June,10,2017
2017-06-11,3180.45,Sunday,June,11,2017
2017-06-12,1311.8,Monday,June,12,2017
2017-06-13,1033.4,Tuesday,June,13,2017
2017-06-14,1376.5,Wednesday,June,14,2017
2017-06-15,1139.35,Thursday,June,15,2017
2017-06-16,2532.65,Friday,June,16,2017
2017-06-17,4292.7,Saturday,June,17,2017
2017-06-18,3522.15,Sunday,June,18,2017
2017-06-19,1193.4,Monday,June,19,2017
2017-06-20,1803.8,Tuesday,June,20,2017
2017-06-21,2122.85,Wednesday,June,21,2017
2017-06-22,1340.45,Thursday,June,22,2017
2017-06-23,6046.55,Friday,June,23,2017
2017-06-24,3430.5,Saturday,June,24,2017
2017-06-25,3184.6,Sunday,June,25,2017
2017-06-26,910.6,Monday,June,26,2017
2017-06-27,1222.3,Tuesday,June,27,2017
2017-06-28,1277.5,Wednesday,June,28,2017
2017-06-29,1760.55,Thursday,June,29,2017
2017-06-30,1833.5,Friday,June,30,2017
2017-07-01,2922.2,Saturday,July,1,2017
2017-07-02,1305.9,Sunday,July,2,2017
2017-07-03,688.2,Monday,July,3,2017
2017-07-04,1210.0,Tuesday,July,4,2017
2017-07-05,1168.2,Wednesday,July,5,2017
2017-07-06,2711.6,Thursday,July,6,2017
2017-07-07,4355.7,Friday,July,7,2017
2017-07-08,4232.55,Saturday,July,8,2017
2017-07-09,1990.1,Sunday,July,9,2017
2017-07-10,822.7,Monday,July,10,2017
2017-07-11,984.4,Tuesday,July,11,2017
2017-07-12,1395.1,Wednesday,July,12,2017
2017-07-13,1471.1,Thursday,July,13,2017
2017-07-14,1158.0,Friday,July,14,2017
2017-07-15,2670.55,Saturday,July,15,2017
2017-07-16,1957.4,Sunday,July,16,2017
2017-07-17,928.0,Monday,July,17,2017
2017-07-18,1121.75,Tuesday,July,18,2017
2017-07-19,1720.0,Wednesday,July,19,2017
2017-07-20,809.3,Thursday,July,20,2017
2017-07-21,1451.7,Friday,July,21,2017
2017-07-22,3044.85,Saturday,July,22,2017
2017-07-23,1594.0,Sunday,July,23,2017
2017-07-24,747.0,Monday,July,24,2017
2017-07-25,1206.3,Tuesday,July,25,2017
2017-07-26,1306.8,Wednesday,July,26,2017
2017-07-27,1114.4,Thursday,July,27,2017
2017-07-28,879.8,Friday,July,28,2017
2017-07-29,2812.2,Saturday,July,29,2017
2017-07-30,2324.7,Sunday,July,30,2017
2017-07-31,1151.9,Monday,July,31,2017
2017-08-01,1215.9,Tuesday,August,1,2017
2017-08-02,1593.8,Wednesday,August,2,2017
2017-08-03,1132.3,Thursday,August,3,2017
2017-08-04,1558.1,Friday,August,4,2017
2017-08-05,2497.5,Saturday,August,5,2017
2017-08-06,1632.7,Sunday,August,6,2017
2017-08-07,824.3,Monday,August,7,2017
2017-08-08,923.8,Tuesday,August,8,2017
2017-08-09,1235.2,Wednesday,August,9,2017
2017-08-10,1029.0,Thursday,August,10,2017
2017-08-11,1708.95,Friday,August,11,2017
2017-08-12,1825.9,Saturday,August,12,2017
2017-08-13,1786.6,Sunday,August,13,2017
2017-08-14,1045.55,Monday,August,14,2017
2017-08-15,1640.85,Tuesday,August,15,2017
2017-08-16,743.3,Wednesday,August,16,2017
2017-08-17,1501.9,Thursday,August,17,2017
2017-08-18,1527.95,Friday,August,18,2017
2017-08-19,2112.0,Saturday,August,19,2017
2017-08-20,1616.7,Sunday,August,20,2017
2017-08-21,639.9,Monday,August,21,2017
2017-08-22,1258.8,Tuesday,August,22,2017
2017-08-23,1267.4,Wednesday,August,23,2017
2017-08-24,1093.9,Thursday,August,24,2017
2017-08-25,1555.3,Friday,August,25,2017
2017-08-26,2151.4,Saturday,August,26,2017
2017-08-27,2238.4,Sunday,August,27,2017
2017-08-28,2868.55,Monday,August,28,2017
2017-08-29,1002.4,Tuesday,August,29,2017
2017-08-30,1715.2,Wednesday,August,30,2017
2017-08-31,1425.05,Thursday,August,31,2017
2017-09-01,1606.3,Friday,September,1,2017
2017-09-02,2613.3,Saturday,September,2,2017
2017-09-03,2044.45,Sunday,September,3,2017
2017-09-04,705.3,Monday,September,4,2017
2017-09-05,1223.4,Tuesday,September,5,2017
2017-09-06,1059.3,Wednesday,September,6,2017
2017-09-07,1140.9,Thursday,September,7,2017
2017-09-08,1213.25,Friday,September,8,2017
2017-09-09,4196.65,Saturday,September,9,2017
2017-09-10,2251.7,Sunday,September,10,2017
2017-09-11,754.8,Monday,September,11,2017
2017-09-12,927.3,Tuesday,September,12,2017
2017-09-13,1081.85,Wednesday,September,13,2017
2017-09-14,455.2,Thursday,September,14,2017
2017-09-15,2812.15,Friday,September,15,2017
2017-09-16,7579.45,Saturday,September,16,2017
2017-09-17,463.1,Sunday,September,17,2017
2017-09-18,396.8,Monday,September,18,2017
2017-09-19,754.5,Tuesday,September,19,2017
2017-09-20,864.0,Wednesday,September,20,2017
2017-09-21,1031.7,Thursday,September,21,2017
2017-09-22,2013.35,Friday,September,22,2017
2017-09-23,4855.5,Saturday,September,23,2017
2017-09-24,2553.0,Sunday,September,24,2017
2017-09-25,554.2,Monday,September,25,2017
2017-09-26,1163.8,Tuesday,September,26,2017
2017-09-27,1043.1,Wednesday,September,27,2017
2017-09-28,1218.2,Thursday,September,28,2017
2017-09-29,2576.3,Friday,September,29,2017
2017-09-30,4634.85,Saturday,September,30,2017
2017-10-01,3655.75,Sunday,October,1,2017
2017-10-02,207.0,Monday,October,2,2017
2017-10-03,535.6,Tuesday,October,3,2017
2017-10-04,420.05,Wednesday,October,4,2017
2017-10-05,750.85,Thursday,October,5,2017
2017-10-06,2735.7,Friday,October,6,2017
2017-10-07,7184.95,Saturday,October,7,2017
2017-10-08,4001.95,Sunday,October,8,2017
2017-10-09,961.2,Monday,October,9,2017
2017-10-10,447.65,Tuesday,October,10,2017
2017-10-11,2054.7,Wednesday,October,11,2017
2017-10-12,3473.3,Thursday,October,12,2017
2017-10-13,2896.9,Friday,October,13,2017
2017-10-14,4287.2,Saturday,October,14,2017
2017-10-15,2607.8,Sunday,October,15,2017
2017-10-16,259.0,Monday,October,16,2017
2017-10-17,501.1,Tuesday,October,17,2017
2017-10-18,706.95,Wednesday,October,18,2017
2017-10-19,1085.1,Thursday,October,19,2017
2017-10-20,6501.35,Friday,October,20,2017
2017-10-21,6107.65,Saturday,October,21,2017
2017-10-22,3701.05,Sunday,October,22,2017
2017-10-23,556.8,Monday,October,23,2017
2017-10-24,469.0,Tuesday,October,24,2017
2017-10-25,1458.8,Wednesday,October,25,2017
2017-10-26,891.4,Thursday,October,26,2017
2017-10-27,2316.65,Friday,October,27,2017
2017-10-28,5563.2,Saturday,October,28,2017
2017-10-29,3445.6,Sunday,October,29,2017
2017-10-30,402.6,Monday,October,30,2017
2017-10-31,2158.3,Tuesday,October,31,2017
2017-11-01,3457.45,Wednesday,November,1,2017
2017-11-02,907.5,Thursday,November,2,2017
2017-11-03,1876.8,Friday,November,3,2017
2017-11-04,7877.4,Saturday,November,4,2017
2017-11-05,3924.8,Sunday,November,5,2017
2017-11-06,561.5,Monday,November,6,2017
2017-11-07,505.7,Tuesday,November,7,2017
2017-11-08,1744.7,Wednesday,November,8,2017
2017-11-09,4229.15,Thursday,November,9,2017
2017-11-10,1965.55,Friday,November,10,2017
2017-11-11,6565.35,Saturday,November,11,2017
2017-11-12,2900.8,Sunday,November,12,2017
2017-11-13,335.6,Monday,November,13,2017
2017-11-14,415.5,Tuesday,November,14,2017
2017-11-15,627.0,Wednesday,November,15,2017
2017-11-16,724.5,Thursday,November,16,2017
2017-11-17,2571.5,Friday,November,17,2017
2017-11-18,6099.1,Saturday,November,18,2017
2017-11-19,4604.5,Sunday,November,19,2017
2017-11-20,247.7,Monday,November,20,2017
2017-11-21,660.5,Tuesday,November,21,2017
2017-11-22,993.45,Wednesday,November,22,2017
2017-11-23,879.5,Thursday,November,23,2017
2017-11-24,3193.35,Friday,November,24,2017
2017-11-25,6632.35,Saturday,November,25,2017
2017-11-26,4535.4,Sunday,November,26,2017
2017-11-27,168.5,Monday,November,27,2017
2017-11-28,710.1,Tuesday,November,28,2017
2017-11-29,1171.15,Wednesday,November,29,2017
2017-11-30,2660.39,Thursday,November,30,2017
2017-12-01,2705.5,Friday,December,1,2017
2017-12-02,5704.6,Saturday,December,2,2017
2017-12-03,5434.5,Sunday,December,3,2017
2017-12-04,460.8,Monday,December,4,2017
2017-12-05,1774.4,Tuesday,December,5,2017
2017-12-06,4296.05,Wednesday,December,6,2017
2017-12-07,4029.85,Thursday,December,7,2017
2017-12-08,6862.3,Friday,December,8,2017
2017-12-09,5570.2,Saturday,December,9,2017
2017-12-10,3441.85,Sunday,December,10,2017
2017-12-11,438.0,Monday,December,11,2017
2017-12-12,906.4,Tuesday,December,12,2017
2017-12-13,632.9,Wednesday,December,13,2017
2017-12-14,1007.2,Thursday,December,14,2017
2017-12-15,2885.3,Friday,December,15,2017
2017-12-16,5891.65,Saturday,December,16,2017
2017-12-17,5924.2,Sunday,December,17,2017
2017-12-18,1103.3,Monday,December,18,2017
2017-12-19,1121.45,Tuesday,December,19,2017
2017-12-20,1582.75,Wednesday,December,20,2017
2017-12-21,2605.3,Thursday,December,21,2017
2017-12-22,3753.45,Friday,December,22,2017
2017-12-23,4703.8,Saturday,December,23,2017
2017-12-24,1295.2,Sunday,December,24,2017
2017-12-25,2814.0,Monday,December,25,2017
2017-12-26,4574.15,Tuesday,December,26,2017
2017-12-27,4807.6,Wednesday,December,27,2017
2017-12-28,5169.45,Thursday,December,28,2017
2017-12-29,4856.7,Friday,December,29,2017
2017-12-30,6163.4,Saturday,December,30,2017
2017-12-31,1429.95,Sunday,December,31,2017
2018-01-01,3812.1,Monday,January,1,2018
2018-01-02,4436.9,Tuesday,January,2,2018
2018-01-03,4801.6,Wednesday,January,3,2018
2018-01-04,4074.25,Thursday,January,4,2018
2018-01-05,4068.2,Friday,January,5,2018
2018-01-06,4693.15,Saturday,January,6,2018
2018-01-07,4855.05,Sunday,January,7,2018
2018-01-08,885.6,Monday,January,8,2018
2018-01-09,1110.8,Tuesday,January,9,2018
2018-01-10,1177.55,Wednesday,January,10,2018
2018-01-11,680.0,Thursday,January,11,2018
2018-01-12,2747.0,Friday,January,12,2018
2018-01-13,8144.65,Saturday,January,13,2018
2018-01-14,6035.65,Sunday,January,14,2018
2018-01-15,766.0,Monday,January,15,2018
2018-01-16,944.45,Tuesday,January,16,2018
2018-01-17,579.0,Wednesday,January,17,2018
2018-01-18,889.9,Thursday,January,18,2018
2018-01-19,278.85,Friday,January,19,2018
2018-01-20,9099.0,Saturday,January,20,2018
2018-01-21,8000.0,Sunday,January,21,2018
2018-01-22,636.45,Monday,January,22,2018
2018-01-23,763.45,Tuesday,January,23,2018
2018-01-24,1352.6,Wednesday,January,24,2018
2018-01-25,1138.5,Thursday,January,25,2018
2018-01-26,3745.15,Friday,January,26,2018
2018-01-27,8582.05,Saturday,January,27,2018
2018-01-28,5310.2,Sunday,January,28,2018
2018-01-29,444.6,Monday,January,29,2018
2018-01-30,539.3,Tuesday,January,30,2018
2018-01-31,1847.0,Wednesday,January,31,2018
2018-02-01,1105.8,Thursday,February,1,2018
2018-02-02,3169.35,Friday,February,2,2018
2018-02-03,7611.55,Saturday,February,3,2018
2018-02-04,6973.05,Sunday,February,4,2018
2018-02-05,598.2,Monday,February,5,2018
2018-02-06,797.0,Tuesday,February,6,2018
2018-02-07,1002.6,Wednesday,February,7,2018
2018-02-08,900.45,Thursday,February,8,2018
2018-02-09,3584.1,Friday,February,9,2018
2018-02-10,8738.7,Saturday,February,10,2018
2018-02-11,4845.8,Sunday,February,11,2018
2018-02-12,1821.3,Monday,February,12,2018
2018-02-13,1033.3,Tuesday,February,13,2018
2018-02-14,1836.7,Wednesday,February,14,2018
2018-02-15,3846.55,Thursday,February,15,2018
2018-02-16,4451.85,Friday,February,16,2018
2018-02-17,8957.65,Saturday,February,17,2018
2018-02-18,3653.7,Sunday,February,18,2018
2018-02-19,421.7,Monday,February,19,2018
2018-02-20,1606.8,Tuesday,February,20,2018
2018-02-21,759.15,Wednesday,February,21,2018
2018-02-22,540.65,Thursday,February,22,2018
2018-02-23,3216.55,Friday,February,23,2018
2018-02-24,7074.55,Saturday,February,24,2018
2018-02-25,6158.3,Sunday,February,25,2018
2018-02-26,556.6,Monday,February,26,2018
2018-02-27,1356.1,Tuesday,February,27,2018
2018-02-28,1862.15,Wednesday,February,28,2018
2018-03-01,1619.95,Thursday,March,1,2018
2018-03-02,3314.65,Friday,March,2,2018
2018-03-03,9955.2,Saturday,March,3,2018
2018-03-04,7086.55,Sunday,March,4,2018
2018-03-05,705.5,Monday,March,5,2018
2018-03-06,867.95,Tuesday,March,6,2018
2018-03-07,577.1,Wednesday,March,7,2018
2018-03-08,1388.9,Thursday,March,8,2018
2018-03-09,3881.9,Friday,March,9,2018
2018-03-10,9962.35,Saturday,March,10,2018
2018-03-11,6199.65,Sunday,March,11,2018
2018-03-12,625.6,Monday,March,12,2018
2018-03-13,437.5,Tuesday,March,13,2018
2018-03-14,1697.15,Wednesday,March,14,2018
2018-03-15,1172.75,Thursday,March,15,2018
2018-03-16,3822.8,Friday,March,16,2018
2018-03-17,9615.25,Saturday,March,17,2018
2018-03-18,6171.7,Sunday,March,18,2018
2018-03-19,1032.7,Monday,March,19,2018
2018-03-20,798.7,Tuesday,March,20,2018
2018-03-21,976.85,Wednesday,March,21,2018
2018-03-22,1739.0,Thursday,March,22,2018
2018-03-23,3790.0,Friday,March,23,2018
2018-03-24,7666.2,Saturday,March,24,2018
2018-03-25,4519.6,Sunday,March,25,2018
2018-03-26,2696.9,Monday,March,26,2018
2018-03-27,1702.6,Tuesday,March,27,2018
2018-03-28,2452.15,Wednesday,March,28,2018
2018-03-29,4312.6,Thursday,March,29,2018
2018-03-30,7071.4,Friday,March,30,2018
2018-03-31,7789.8,Saturday,March,31,2018
2018-04-01,3677.7,Sunday,April,1,2018
2018-04-02,1781.05,Monday,April,2,2018
2018-04-03,624.4,Tuesday,April,3,2018
2018-04-04,1482.05,Wednesday,April,4,2018
2018-04-05,711.0,Thursday,April,5,2018
2018-04-06,3831.15,Friday,April,6,2018
2018-04-07,10480.95,Saturday,April,7,2018
2018-04-08,3960.1,Sunday,April,8,2018
2018-04-09,701.8,Monday,April,9,2018
2018-04-10,922.3,Tuesday,April,10,2018
2018-04-11,1057.75,Wednesday,April,11,2018
2018-04-12,1612.0,Thursday,April,12,2018
2018-04-13,3768.9,Friday,April,13,2018
2018-04-14,7367.45,Saturday,April,14,2018
2018-04-15,4624.35,Sunday,April,15,2018
2018-04-16,246.0,Monday,April,16,2018
2018-04-17,1899.9,Tuesday,April,17,2018
2018-04-18,697.5,Wednesday,April,18,2018
2018-04-19,447.25,Thursday,April,19,2018
2018-04-20,2548.35,Friday,April,20,2018
2018-04-21,5598.65,Saturday,April,21,2018
2018-04-22,4472.9,Sunday,April,22,2018
2018-04-23,647.7,Monday,April,23,2018
2018-04-24,649.15,Tuesday,April,24,2018
2018-04-25,1039.9,Wednesday,April,25,2018
2018-04-26,587.8,Thursday,April,26,2018
2018-04-27,1285.2,Friday,April,27,2018
2018-04-28,3776.9,Saturday,April,28,2018
2018-04-29,5408.65,Sunday,April,29,2018
2018-04-30,4455.4,Monday,April,30,2018
2018-05-01,4432.95,Tuesday,May,1,2018
2018-05-02,3019.2,Wednesday,May,2,2018
2018-05-03,799.8,Thursday,May,3,2018
2018-05-04,2604.45,Friday,May,4,2018
2018-05-05,5431.8,Saturday,May,5,2018
2018-05-06,3426.7,Sunday,May,6,2018
2018-05-07,316.0,Monday,May,7,2018
2018-05-08,1154.2,Tuesday,May,8,2018
2018-05-09,1154.0,Wednesday,May,9,2018
2018-05-10,906.45,Thursday,May,10,2018
2018-05-11,2300.05,Friday,May,11,2018
2018-05-12,4253.5,Saturday,May,12,2018
2018-05-13,2258.2,Sunday,May,13,2018
2018-05-14,1280.05,Monday,May,14,2018
2018-05-15,2137.9,Tuesday,May,15,2018
2018-05-16,1079.3,Wednesday,May,16,2018
2018-05-17,721.4,Thursday,May,17,2018
2018-05-18,3272.7,Friday,May,18,2018
2018-05-19,5336.25,Saturday,May,19,2018
2018-05-20,2429.5,Sunday,May,20,2018
2018-05-21,352.8,Monday,May,21,2018
2018-05-22,4156.6,Tuesday,May,22,2018
2018-05-23,890.1,Wednesday,May,23,2018
2018-05-24,945.5,Thursday,May,24,2018
2018-05-25,2473.8,Friday,May,25,2018
2018-05-26,4446.95,Saturday,May,26,2018
2018-05-27,4007.1,Sunday,May,27,2018
2018-05-28,708.4,Monday,May,28,2018
2018-05-29,1618.5,Tuesday,May,29,2018
2018-05-30,875.1,Wednesday,May,30,2018
2018-05-31,493.0,Thursday,May,31,2018
2018-06-01,1940.6,Friday,June,1,2018
2018-06-02,7499.1,Saturday,June,2,2018
2018-06-03,3948.3,Sunday,June,3,2018
2018-06-04,784.9,Monday,June,4,2018
2018-06-05,1303.9,Tuesday,June,5,2018
2018-06-06,1261.15,Wednesday,June,6,2018
2018-06-07,2080.05,Thursday,June,7,2018
2018-06-08,3585.2,Friday,June,8,2018
2018-06-09,6425.35,Saturday,June,9,2018
2018-06-10,4610.6,Sunday,June,10,2018
2018-06-11,1121.3,Monday,June,11,2018
2018-06-12,534.3,Tuesday,June,12,2018
2018-06-13,1731.5,Wednesday,June,13,2018
2018-06-14,1219.2,Thursday,June,14,2018
2018-06-15,2606.55,Friday,June,15,2018
2018-06-16,3989.55,Saturday,June,16,2018
2018-06-17,2714.3,Sunday,June,17,2018
2018-06-18,1352.3,Monday,June,18,2018
2018-06-19,1425.95,Tuesday,June,19,2018
2018-06-20,1573.65,Wednesday,June,20,2018
2018-06-21,2122.6,Thursday,June,21,2018
2018-06-22,1776.45,Friday,June,22,2018
2018-06-23,3889.85,Saturday,June,23,2018
2018-06-24,2769.0,Sunday,June,24,2018
2018-06-25,1373.9,Monday,June,25,2018
2018-06-26,1080.1,Tuesday,June,26,2018
2018-06-27,7440.1,Wednesday,June,27,2018
2018-06-28,1819.9,Thursday,June,28,2018
2018-06-29,1751.1,Friday,June,29,2018
2018-06-30,3171.1,Saturday,June,30,2018
2018-07-01,1646.6,Sunday,July,1,2018
2018-07-02,1113.8,Monday,July,2,2018
2018-07-03,963.5,Tuesday,July,3,2018
2018-07-04,1033.5,Wednesday,July,4,2018
2018-07-05,1027.0,Thursday,July,5,2018
2018-07-06,1357.35,Friday,July,6,2018
2018-07-07,2305.3,Saturday,July,7,2018
2018-07-08,1710.5,Sunday,July,8,2018
2018-07-09,747.95,Monday,July,9,2018
2018-07-10,877.1,Tuesday,July,10,2018
2018-07-11,1069.35,Wednesday,July,11,2018
2018-07-12,1468.2,Thursday,July,12,2018
2018-07-13,1342.1,Friday,July,13,2018
2018-07-14,2159.9,Saturday,July,14,2018
2018-07-15,1101.7,Sunday,July,15,2018
2018-07-16,846.1,Monday,July,16,2018
2018-07-17,1073.9,Tuesday,July,17,2018
2018-07-18,1664.5,Wednesday,July,18,2018
2018-07-19,753.0,Thursday,July,19,2018
2018-07-20,1309.7,Friday,July,20,2018
2018-07-21,2698.2,Saturday,July,21,2018
2018-07-22,1938.0,Sunday,July,22,2018
2018-07-23,1007.1,Monday,July,23,2018
2018-07-24,1203.55,Tuesday,July,24,2018
2018-07-25,1625.55,Wednesday,July,25,2018
2018-07-26,1419.8,Thursday,July,26,2018
2018-07-27,967.65,Friday,July,27,2018
2018-07-28,2450.9,Saturday,July,28,2018
2018-07-29,1964.2,Sunday,July,29,2018
2018-07-30,1179.25,Monday,July,30,2018
2018-07-31,1190.3,Tuesday,July,31,2018
2018-08-01,1446.8,Wednesday,August,1,2018
2018-08-02,1097.3,Thursday,August,2,2018
2018-08-03,1739.0,Friday,August,3,2018
2018-08-04,2742.45,Saturday,August,4,2018
2018-08-05,2022.75,Sunday,August,5,2018
2018-08-06,925.2,Monday,August,6,2018
2018-08-07,1105.0,Tuesday,August,7,2018
2018-08-08,1775.1,Wednesday,August,8,2018
2018-08-09,1008.2,Thursday,August,9,2018
2018-08-10,846.3,Friday,August,10,2018
2018-08-11,1905.95,Saturday,August,11,2018
2018-08-12,1017.0,Sunday,August,12,2018
2018-08-13,1210.4,Monday,August,13,2018
2018-08-14,1423.35,Tuesday,August,14,2018
2018-08-15,1194.5,Wednesday,August,15,2018
2018-08-16,1153.7,Thursday,August,16,2018
2018-08-17,1134.1,Friday,August,17,2018
2018-08-18,1834.35,Saturday,August,18,2018
2018-08-19,1389.5,Sunday,August,19,2018
2018-08-20,1171.35,Monday,August,20,2018
2018-08-21,1208.6,Tuesday,August,21,2018
2018-08-22,1662.3,Wednesday,August,22,2018
2018-08-23,1289.85,Thursday,August,23,2018
2018-08-24,1113.6,Friday,August,24,2018
2018-08-25,2481.9,Saturday,August,25,2018
2018-08-26,1594.3,Sunday,August,26,2018
2018-08-27,1227.1,Monday,August,27,2018
2018-08-28,1560.4,Tuesday,August,28,2018
2018-08-29,1661.75,Wednesday,August,29,2018
2018-08-30,1896.3,Thursday,August,30,2018
2018-08-31,1818.0,Friday,August,31,2018
2018-09-01,3050.85,Saturday,September,1,2018
2018-09-02,1599.2,Sunday,September,2,2018
2018-09-03,883.0,Monday,September,3,2018
2018-09-04,908.8,Tuesday,September,4,2018
2018-09-05,1830.7,Wednesday,September,5,2018
2018-09-06,1740.4,Thursday,September,6,2018
2018-09-07,1888.2,Friday,September,7,2018
2018-09-08,6296.5,Saturday,September,8,2018
2018-09-09,3918.1,Sunday,September,9,2018
2018-09-10,421.7,Monday,September,10,2018
2018-09-11,1085.2,Tuesday,September,11,2018
2018-09-12,1147.1,Wednesday,September,12,2018
2018-09-13,855.1,Thursday,September,13,2018
2018-09-14,1980.9,Friday,September,14,2018
2018-09-15,4052.9,Saturday,September,15,2018
2018-09-16,2893.9,Sunday,September,16,2018
2018-09-17,552.8,Monday,September,17,2018
2018-09-18,966.9,Tuesday,September,18,2018
2018-09-19,945.35,Wednesday,September,19,2018
2018-09-20,3515.3,Thursday,September,20,2018
2018-09-21,396.9,Friday,September,21,2018
2018-09-22,4198.5,Saturday,September,22,2018
2018-09-23,3549.55,Sunday,September,23,2018
2018-09-24,661.8,Monday,September,24,2018
2018-09-25,417.9,Tuesday,September,25,2018
2018-09-26,1044.05,Wednesday,September,26,2018
2018-09-27,1355.6,Thursday,September,27,2018
2018-09-28,2188.6,Friday,September,28,2018
2018-09-29,4610.3,Saturday,September,29,2018
2018-09-30,6213.5,Sunday,September,30,2018
2018-10-01,305.8,Monday,October,1,2018
2018-10-02,477.3,Tuesday,October,2,2018
2018-10-03,454.1,Wednesday,October,3,2018
2018-10-04,553.5,Thursday,October,4,2018
2018-10-05,2998.0,Friday,October,5,2018
2018-10-06,5581.1,Saturday,October,6,2018
2018-10-07,3246.8,Sunday,October,7,2018
2018-10-08,615.6,Monday,October,8,2018
2018-10-09,233.0,Tuesday,October,9,2018
2018-10-10,1309.0,Wednesday,October,10,2018
2018-10-11,1185.95,Thursday,October,11,2018
2018-10-12,5592.3,Friday,October,12,2018
2018-10-13,5263.3,Saturday,October,13,2018
2018-10-14,4186.95,Sunday,October,14,2018
2018-10-15,708.7,Monday,October,15,2018
2018-10-16,473.3,Tuesday,October,16,2018
2018-10-17,642.3,Wednesday,October,17,2018
2018-10-18,766.0,Thursday,October,18,2018
2018-10-19,3106.8,Friday,October,19,2018
2018-10-20,7223.35,Saturday,October,20,2018
2018-10-21,5002.4,Sunday,October,21,2018
2018-10-22,351.5,Monday,October,22,2018
2018-10-23,486.6,Tuesday,October,23,2018
2018-10-24,1423.55,Wednesday,October,24,2018
2018-10-25,1144.15,Thursday,October,25,2018
2018-10-26,3798.6,Friday,October,26,2018
2018-10-27,7583.55,Saturday,October,27,2018
2018-10-28,3859.85,Sunday,October,28,2018
2018-10-29,829.1,Monday,October,29,2018
2018-10-30,446.7,Tuesday,October,30,2018
2018-10-31,1969.1,Wednesday,October,31,2018
2018-11-01,5552.2,Thursday,November,1,2018
2018-11-02,5898.7,Friday,November,2,2018
2018-11-03,6076.0,Saturday,November,3,2018
2018-11-04,3800.6,Sunday,November,4,2018
2018-11-05,496.5,Monday,November,5,2018
2018-11-06,440.4,Tuesday,November,6,2018
2018-11-07,1172.5,Wednesday,November,7,2018
2018-11-08,2170.15,Thursday,November,8,2018
2018-11-09,6289.9,Friday,November,9,2018
2018-11-10,7329.35,Saturday,November,10,2018
2018-11-11,4654.3,Sunday,November,11,2018
2018-11-12,449.2,Monday,November,12,2018
2018-11-13,687.3,Tuesday,November,13,2018
2018-11-14,754.9,Wednesday,November,14,2018
2018-11-15,436.1,Thursday,November,15,2018
2018-11-16,3510.4,Friday,November,16,2018
2018-11-17,7711.75,Saturday,November,17,2018
2018-11-18,6707.6,Sunday,November,18,2018
2018-11-19,682.4,Monday,November,19,2018
2018-11-20,559.5,Tuesday,November,20,2018
2018-11-21,1032.9,Wednesday,November,21,2018
2018-11-22,1326.5,Thursday,November,22,2018
2018-11-23,3635.95,Friday,November,23,2018
2018-11-24,6660.65,Saturday,November,24,2018
2018-11-25,5534.15,Sunday,November,25,2018
2018-11-26,531.4,Monday,November,26,2018
2018-11-27,792.4,Tuesday,November,27,2018
2018-11-28,307.9,Wednesday,November,28,2018
2018-11-29,1100.75,Thursday,November,29,2018
2018-11-30,3673.95,Friday,November,30,2018
2018-12-01,6099.15,Saturday,December,1,2018
2018-12-02,5006.35,Sunday,December,2,2018
2018-12-03,294.75,Monday,December,3,2018
2018-12-04,498.4,Tuesday,December,4,2018
2018-12-05,1895.5,Wednesday,December,5,2018
2018-12-06,5006.9,Thursday,December,6,2018
2018-12-07,4954.35,Friday,December,7,2018
2018-12-08,6387.3,Saturday,December,8,2018
2018-12-09,2330.65,Sunday,December,9,2018
