date,total_sales,day_of_week
2018-01-05,4068.2,Friday
2018-01-06,4693.15,Saturday
2018-01-07,4855.05,Sunday
2018-01-08,885.6,Monday
2018-01-09,1110.8,Tuesday
2018-01-10,1177.55,Wednesday
2018-01-11,680.0,Thursday
2018-01-12,2747.0,Friday
2018-01-13,8144.65,Saturday
2018-01-14,6035.65,Sunday
2018-01-15,766.0,Monday
2018-01-16,944.45,Tuesday
2018-01-17,579.0,Wednesday
2018-01-18,889.9,Thursday
2018-01-19,278.85,Friday
2018-01-20,1099.3,Saturday
2018-01-21,16445.55,Sunday
2018-01-22,636.45,Monday
2018-01-23,763.45,Tuesday
2018-01-24,1352.6,Wednesday
2018-01-25,1138.5,Thursday
2018-01-26,3745.15,Friday
2018-01-27,8582.05,Saturday
2018-01-28,5310.2,Sunday
2018-01-29,444.6,Monday
2018-01-30,539.3,Tuesday
2018-01-31,1847.0,Wednesday
2018-02-01,1105.8,Thursday
2018-02-02,3169.35,Friday
2018-02-03,7611.55,Saturday
2018-02-04,6973.05,Sunday
2018-02-05,598.2,Monday
2018-02-06,797.0,Tuesday
2018-02-07,1002.6,Wednesday
2018-02-08,900.45,Thursday
2018-02-09,3584.1,Friday
2018-02-10,8738.7,Saturday
2018-02-11,4845.8,Sunday
2018-02-12,1821.3,Monday
2018-02-13,1033.3,Tuesday
2018-02-14,1836.7,Wednesday
2018-02-15,3846.55,Thursday
2018-02-16,4451.85,Friday
2018-02-17,8957.65,Saturday
2018-02-18,3653.7,Sunday
2018-02-19,421.7,Monday
2018-02-20,1606.8,Tuesday
2018-02-21,759.15,Wednesday
2018-02-22,540.65,Thursday
2018-02-23,3216.55,Friday
2018-02-24,7074.55,Saturday
2018-02-25,6158.3,Sunday
2018-02-26,556.6,Monday
2018-02-27,1356.1,Tuesday
2018-02-28,1862.15,Wednesday
2018-03-01,1619.95,Thursday
2018-03-02,3314.65,Friday
2018-03-03,9955.2,Saturday
2018-03-04,7086.55,Sunday
2018-03-05,705.5,Monday
2018-03-06,867.95,Tuesday
2018-03-07,577.1,Wednesday
2018-03-08,1388.9,Thursday
2018-03-09,3881.9,Friday
2018-03-10,9962.35,Saturday
2018-03-11,6199.65,Sunday
2018-03-12,625.6,Monday
2018-03-13,437.5,Tuesday
2018-03-14,1697.15,Wednesday
2018-03-15,1172.75,Thursday
2018-03-16,3822.8,Friday
2018-03-17,9615.25,Saturday
2018-03-18,6171.7,Sunday
2018-03-19,1032.7,Monday
2018-03-20,798.7,Tuesday
2018-03-21,976.85,Wednesday
2018-03-22,1739.0,Thursday
2018-03-23,3790.0,Friday
2018-03-24,7666.2,Saturday
2018-03-25,4519.6,Sunday
2018-03-26,2696.9,Monday
2018-03-27,1702.6,Tuesday
2018-03-28,2452.15,Wednesday
2018-03-29,4312.6,Thursday
2018-03-30,7071.4,Friday
2018-03-31,7789.8,Saturday
2018-04-01,3677.7,Sunday
2018-04-02,1781.05,Monday
2018-04-03,624.4,Tuesday
2018-04-04,1482.05,Wednesday
2018-04-05,711.0,Thursday
2018-04-06,3831.15,Friday
2018-04-07,10480.95,Saturday
2018-04-08,3960.1,Sunday
2018-04-09,701.8,Monday
2018-04-10,922.3,Tuesday
2018-04-11,1057.75,Wednesday
2018-04-12,1612.0,Thursday
2018-04-13,3768.9,Friday
2018-04-14,7367.45,Saturday
2018-04-15,4624.35,Sunday
2018-04-16,246.0,Monday
2018-04-17,1899.9,Tuesday
2018-04-18,697.5,Wednesday
2018-04-19,447.25,Thursday
2018-04-20,2548.35,Friday
2018-04-21,5598.65,Saturday
2018-04-22,4472.9,Sunday
2018-04-23,647.7,Monday
2018-04-24,649.15,Tuesday
2018-04-25,1039.9,Wednesday
2018-04-26,587.8,Thursday
2018-04-27,1285.2,Friday
2018-04-28,3776.9,Saturday
2018-04-29,5408.65,Sunday
2018-04-30,4455.4,Monday
2018-05-01,4432.95,Tuesday
2018-05-02,3019.2,Wednesday
2018-05-03,799.8,Thursday
2018-05-04,2604.45,Friday
2018-05-05,5431.8,Saturday
2018-05-06,3426.7,Sunday
2018-05-07,316.0,Monday
2018-05-08,1154.2,Tuesday
2018-05-09,1154.0,Wednesday
2018-05-10,906.45,Thursday
2018-05-11,2300.05,Friday
2018-05-12,4253.5,Saturday
2018-05-13,2258.2,Sunday
2018-05-14,1280.05,Monday
2018-05-15,2137.9,Tuesday
2018-05-16,1079.3,Wednesday
2018-05-17,721.4,Thursday
2018-05-18,3272.7,Friday
2018-05-19,5336.25,Saturday
2018-05-20,2429.5,Sunday
2018-05-21,352.8,Monday
2018-05-22,4156.6,Tuesday
2018-05-23,890.1,Wednesday
2018-05-24,945.5,Thursday
2018-05-25,2473.8,Friday
2018-05-26,4446.95,Saturday
2018-05-27,4007.1,Sunday
2018-05-28,708.4,Monday
2018-05-29,1618.5,Tuesday
2018-05-30,875.1,Wednesday
2018-05-31,493.0,Thursday
2018-06-01,1940.6,Friday
2018-06-02,7499.1,Saturday
2018-06-03,3948.3,Sunday
2018-06-04,784.9,Monday
2018-06-05,1303.9,Tuesday
2018-06-06,1261.15,Wednesday
2018-06-07,2080.05,Thursday
2018-06-08,3585.2,Friday
2018-06-09,6425.35,Saturday
2018-06-10,4610.6,Sunday
2018-06-11,1121.3,Monday
2018-06-12,534.3,Tuesday
2018-06-13,1731.5,Wednesday
2018-06-14,1219.2,Thursday
2018-06-15,2606.55,Friday
2018-06-16,3989.55,Saturday
2018-06-17,2714.3,Sunday
2018-06-18,1352.3,Monday
2018-06-19,1425.95,Tuesday
2018-06-20,1573.65,Wednesday
2018-06-21,2122.6,Thursday
2018-06-22,1776.45,Friday
2018-06-23,3889.85,Saturday
2018-06-24,2769.0,Sunday
2018-06-25,1373.9,Monday
2018-06-26,1080.1,Tuesday
2018-06-27,7440.1,Wednesday
2018-06-28,1819.9,Thursday
2018-06-29,1751.1,Friday
2018-06-30,3171.1,Saturday
2018-07-01,1646.6,Sunday
2018-07-02,1113.8,Monday
2018-07-03,963.5,Tuesday
2018-07-04,1033.5,Wednesday
2018-07-05,1027.0,Thursday
2018-07-06,1357.35,Friday
2018-07-07,2305.3,Saturday
2018-07-08,1710.5,Sunday
2018-07-09,747.95,Monday
2018-07-10,877.1,Tuesday
2018-07-11,1069.35,Wednesday
2018-07-12,1468.2,Thursday
2018-07-13,1342.1,Friday
2018-07-14,2159.9,Saturday
2018-07-15,1101.7,Sunday
2018-07-16,846.1,Monday
2018-07-17,1073.9,Tuesday
2018-07-18,1664.5,Wednesday
2018-07-19,753.0,Thursday
2018-07-20,1309.7,Friday
2018-07-21,2698.2,Saturday
2018-07-22,1938.0,Sunday
2018-07-23,1007.1,Monday
2018-07-24,1203.55,Tuesday
2018-07-25,1625.55,Wednesday
2018-07-26,1419.8,Thursday
2018-07-27,967.65,Friday
2018-07-28,2450.9,Saturday
2018-07-29,1964.2,Sunday
2018-07-30,1179.25,Monday
2018-07-31,1190.3,Tuesday
2018-08-01,1446.8,Wednesday
2018-08-02,1097.3,Thursday
2018-08-03,1739.0,Friday
2018-08-04,2742.45,Saturday
2018-08-05,2022.75,Sunday
2018-08-06,925.2,Monday
2018-08-07,1105.0,Tuesday
2018-08-08,1775.1,Wednesday
2018-08-09,1008.2,Thursday
2018-08-10,846.3,Friday
2018-08-11,1905.95,Saturday
2018-08-12,1017.0,Sunday
2018-08-13,1210.4,Monday
2018-08-14,1423.35,Tuesday
2018-08-15,1194.5,Wednesday
2018-08-16,1153.7,Thursday
2018-08-17,1134.1,Friday
2018-08-18,1834.35,Saturday
2018-08-19,1389.5,Sunday
2018-08-20,1171.35,Monday
2018-08-21,1208.6,Tuesday
2018-08-22,1662.3,Wednesday
2018-08-23,1289.85,Thursday
2018-08-24,1113.6,Friday
2018-08-25,2481.9,Saturday
2018-08-26,1594.3,Sunday
2018-08-27,1227.1,Monday
2018-08-28,1560.4,Tuesday
2018-08-29,1661.75,Wednesday
2018-08-30,1896.3,Thursday
2018-08-31,1818.0,Friday
2018-09-01,3050.85,Saturday
2018-09-02,1599.2,Sunday
2018-09-03,883.0,Monday
2018-09-04,908.8,Tuesday
2018-09-05,1830.7,Wednesday
2018-09-06,1740.4,Thursday
2018-09-07,1888.2,Friday
2018-09-08,6296.5,Saturday
2018-09-09,3918.1,Sunday
2018-09-10,421.7,Monday
2018-09-11,1085.2,Tuesday
2018-09-12,1147.1,Wednesday
2018-09-13,855.1,Thursday
2018-09-14,1980.9,Friday
2018-09-15,4052.9,Saturday
2018-09-16,2893.9,Sunday
2018-09-17,552.8,Monday
2018-09-18,966.9,Tuesday
2018-09-19,945.35,Wednesday
2018-09-20,3515.3,Thursday
2018-09-21,396.9,Friday
2018-09-22,4198.5,Saturday
2018-09-23,3549.55,Sunday
2018-09-24,661.8,Monday
2018-09-25,417.9,Tuesday
2018-09-26,1044.05,Wednesday
2018-09-27,1355.6,Thursday
2018-09-28,2188.6,Friday
2018-09-29,4610.3,Saturday
2018-09-30,6213.5,Sunday
2018-10-01,305.8,Monday
2018-10-02,477.3,Tuesday
2018-10-03,454.1,Wednesday
2018-10-04,553.5,Thursday
2018-10-05,2998.0,Friday
2018-10-06,5581.1,Saturday
2018-10-07,3246.8,Sunday
2018-10-08,615.6,Monday
2018-10-09,233.0,Tuesday
2018-10-10,1309.0,Wednesday
2018-10-11,1185.95,Thursday
2018-10-12,5592.3,Friday
2018-10-13,5263.3,Saturday
2018-10-14,4186.95,Sunday
2018-10-15,708.7,Monday
2018-10-16,473.3,Tuesday
2018-10-17,642.3,Wednesday
2018-10-18,766.0,Thursday
2018-10-19,3106.8,Friday
2018-10-20,7223.35,Saturday
2018-10-21,5002.4,Sunday
2018-10-22,351.5,Monday
2018-10-23,486.6,Tuesday
2018-10-24,1423.55,Wednesday
2018-10-25,1144.15,Thursday
2018-10-26,3798.6,Friday
2018-10-27,7583.55,Saturday
2018-10-28,3859.85,Sunday
2018-10-29,829.1,Monday
2018-10-30,446.7,Tuesday
2018-10-31,1969.1,Wednesday
2018-11-01,5552.2,Thursday
2018-11-02,5898.7,Friday
2018-11-03,6076.0,Saturday
2018-11-04,3800.6,Sunday
2018-11-05,496.5,Monday
2018-11-06,440.4,Tuesday
2018-11-07,1172.5,Wednesday
2018-11-08,2170.15,Thursday
2018-11-09,6289.9,Friday
2018-11-10,7329.35,Saturday
2018-11-11,4654.3,Sunday
2018-11-12,449.2,Monday
2018-11-13,687.3,Tuesday
2018-11-14,754.9,Wednesday
2018-11-15,436.1,Thursday
2018-11-16,3510.4,Friday
2018-11-17,7711.75,Saturday
2018-11-18,6707.6,Sunday
2018-11-19,682.4,Monday
2018-11-20,559.5,Tuesday
2018-11-21,1032.9,Wednesday
2018-11-22,1326.5,Thursday
2018-11-23,3635.95,Friday
2018-11-24,6660.65,Saturday
2018-11-25,5534.15,Sunday
2018-11-26,531.4,Monday
2018-11-27,792.4,Tuesday
2018-11-28,307.9,Wednesday
2018-11-29,1100.75,Thursday
2018-11-30,3673.95,Friday
2018-12-01,6099.15,Saturday
2018-12-02,5006.35,Sunday
2018-12-03,294.75,Monday
2018-12-04,498.4,Tuesday
2018-12-05,1895.5,Wednesday
2018-12-06,5006.9,Thursday
2018-12-07,4954.35,Friday
2018-12-08,6387.3,Saturday
2018-12-09,2330.65,Sunday
2018-12-10,686.3,Monday
2018-12-11,379.4,Tuesday
2018-12-12,818.7,Wednesday
2018-12-13,1797.8,Thursday
2018-12-14,2729.8,Friday
2018-12-15,7330.95,Saturday
2018-12-16,6016.65,Sunday
2018-12-17,1287.3,Monday
2018-12-18,974.5,Tuesday
2018-12-19,1811.1,Wednesday
2018-12-20,3467.85,Thursday
2018-12-21,4350.15,Friday
2018-12-22,5925.8,Saturday
2018-12-23,5435.1,Sunday
2018-12-24,1002.5,Monday
2018-12-25,3896.1,Tuesday
2018-12-26,4919.3,Wednesday
2018-12-27,4956.55,Thursday
2018-12-28,5354.45,Friday
2018-12-29,6809.7,Saturday
2018-12-30,5932.8,Sunday
2018-12-31,1159.4,Monday
2019-01-01,3850.65,Tuesday
2019-01-02,4407.45,Wednesday
2019-01-03,5066.2,Thursday
2019-01-04,5848.8,Friday
2019-01-05,4695.75,Saturday
2019-01-06,3302.1,Sunday
2019-01-07,4386.3,Monday
2019-01-08,901.75,Tuesday
2019-01-09,1687.1,Wednesday
2019-01-10,737.9,Thursday
2019-01-11,3158.6,Friday
2019-01-12,8590.8,Saturday
2019-01-13,4392.2,Sunday
2019-01-14,1362.8,Monday
2019-01-15,911.8,Tuesday
2019-01-16,1171.7,Wednesday
2019-01-17,1239.1,Thursday
2019-01-18,4065.5,Friday
2019-01-19,9554.25,Saturday
2019-01-20,4924.4,Sunday
2019-01-21,933.45,Monday
2019-01-22,995.8,Tuesday
2019-01-23,1456.4,Wednesday
2019-01-24,1077.2,Thursday
2019-01-25,3180.0,Friday
2019-01-26,8578.45,Saturday
2019-01-27,5740.15,Sunday
2019-01-28,605.9,Monday
2019-01-29,638.35,Tuesday
2019-01-30,946.05,Wednesday
2019-01-31,2163.4,Thursday
2019-02-01,4222.8,Friday
2019-02-02,10195.25,Saturday
2019-02-03,5779.8,Sunday
2019-02-04,677.7,Monday
2019-02-05,619.3,Tuesday
2019-02-06,1131.15,Wednesday
2019-02-07,1186.9,Thursday
2019-02-08,2854.0,Friday
2019-02-09,8558.85,Saturday
2019-02-10,6789.4,Sunday
2019-02-11,533.8,Monday
2019-02-12,920.7,Tuesday
2019-02-13,1195.9,Wednesday
2019-02-14,859.6,Thursday
2019-02-15,3419.1,Friday
2019-02-16,7884.9,Saturday
2019-02-17,5458.75,Sunday
2019-02-18,929.4,Monday
2019-02-19,514.6,Tuesday
2019-02-20,862.3,Wednesday
2019-02-21,1347.3,Thursday
2019-02-22,3199.5,Friday
2019-02-23,6739.0,Saturday
2019-02-24,3723.9,Sunday
2019-02-25,574.7,Monday
2019-02-26,517.3,Tuesday
2019-02-27,978.15,Wednesday
2019-02-28,1710.9,Thursday
2019-03-01,3589.8,Friday
2019-03-02,5095.0,Saturday
2019-03-03,4259.45,Sunday
2019-03-04,1977.8,Monday
2019-03-05,620.9,Tuesday
2019-03-06,1332.25,Wednesday
2019-03-07,701.15,Thursday
2019-03-08,3136.65,Friday
2019-03-09,5854.9,Saturday
2019-03-10,3719.2,Sunday
2019-03-11,431.5,Monday
2019-03-12,649.9,Tuesday
2019-03-13,1102.6,Wednesday
2019-03-14,630.3,Thursday
2019-03-15,2895.9,Friday
2019-03-16,6385.45,Saturday
2019-03-17,4204.2,Sunday
2019-03-18,529.2,Monday
2019-03-19,595.4,Tuesday
2019-03-20,865.7,Wednesday
2019-03-21,1150.0,Thursday
2019-03-22,2924.1,Friday
2019-03-23,7593.55,Saturday
2019-03-24,3632.6,Sunday
2019-03-25,306.2,Monday
2019-03-26,767.1,Tuesday
2019-03-27,711.9,Wednesday
2019-03-28,592.4,Thursday
2019-03-29,2403.5,Friday
2019-03-30,6620.15,Saturday
2019-03-31,4793.25,Sunday
2019-04-01,524.3,Monday
2019-04-02,908.2,Tuesday
2019-04-03,1433.4,Wednesday
2019-04-04,910.2,Thursday
2019-04-05,4105.05,Friday
2019-04-06,9801.64,Saturday
2019-04-07,5604.8,Sunday
2019-04-08,1330.9,Monday
2019-04-09,1906.9,Tuesday
2019-04-10,1783.0,Wednesday
2019-04-11,1547.7,Thursday
2019-04-12,2780.25,Friday
2019-04-13,5776.35,Saturday
2019-04-14,3208.1,Sunday
2019-04-15,2344.9,Monday
2019-04-16,1772.2,Tuesday
2019-04-17,2834.45,Wednesday
2019-04-18,8329.2,Thursday
2019-04-19,8517.35,Friday
2019-04-20,7480.65,Saturday
2019-04-21,5040.6,Sunday
2019-04-22,1924.0,Monday
2019-04-23,1254.45,Tuesday
2019-04-24,1793.15,Wednesday
2019-04-25,1293.7,Thursday
2019-04-26,2737.9,Friday
2019-04-27,5479.9,Saturday
2019-04-28,3727.0,Sunday
2019-04-29,1282.0,Monday
2019-04-30,995.35,Tuesday
2019-05-01,5050.05,Wednesday
2019-05-02,3026.9,Thursday
2019-05-03,2627.05,Friday
2019-05-04,4045.8,Saturday
2019-05-05,2390.35,Sunday
2019-05-06,559.7,Monday
2019-05-07,608.8,Tuesday
2019-05-08,802.2,Wednesday
2019-05-09,618.75,Thursday
2019-05-10,2723.9,Friday
2019-05-11,5099.25,Saturday
2019-05-12,3151.3,Sunday
2019-05-13,555.0,Monday
2019-05-14,1041.2,Tuesday
2019-05-15,2468.1,Wednesday
2019-05-16,1272.2,Thursday
2019-05-17,2144.9,Friday
2019-05-18,5785.25,Saturday
2019-05-19,3226.8,Sunday
2019-05-20,563.7,Monday
2019-05-21,580.6,Tuesday
2019-05-22,956.95,Wednesday
2019-05-23,634.7,Thursday
2019-05-24,2306.7,Friday
2019-05-25,5806.65,Saturday
2019-05-26,2061.1,Sunday
2019-05-27,969.3,Monday
2019-05-28,743.0,Tuesday
2019-05-29,1250.5,Wednesday
2019-05-30,996.2,Thursday
2019-05-31,1654.2,Friday
2019-06-01,3637.05,Saturday
2019-06-02,2950.25,Sunday
2019-06-03,685.9,Monday
2019-06-04,1016.85,Tuesday
2019-06-05,1719.8,Wednesday
2019-06-06,1059.2,Thursday
2019-06-07,2253.8,Friday
2019-06-08,5163.9,Saturday
2019-06-09,4328.45,Sunday
2019-06-10,563.6,Monday
2019-06-11,982.35,Tuesday
2019-06-12,907.7,Wednesday
2019-06-13,1055.3,Thursday
2019-06-14,2375.5,Friday
2019-06-15,5282.35,Saturday
2019-06-16,2562.0,Sunday
2019-06-17,921.65,Monday
2019-06-18,1440.9,Tuesday
2019-06-19,1418.8,Wednesday
2019-06-20,1955.0,Thursday
2019-06-21,2275.2,Friday
2019-06-22,3143.1,Saturday
2019-06-23,2728.1,Sunday
2019-06-24,1869.9,Monday
2019-06-25,1306.4,Tuesday
2019-06-26,1951.4,Wednesday
2019-06-27,930.0,Thursday
2019-06-28,1486.1,Friday
2019-06-29,3354.1,Saturday
2019-06-30,2917.9,Sunday
2019-07-01,1333.1,Monday
2019-07-02,1383.15,Tuesday
2019-07-03,1389.6,Wednesday
2019-07-04,1396.6,Thursday
2019-07-05,1761.9,Friday
2019-07-06,3281.3,Saturday
2019-07-07,1825.25,Sunday
2019-07-08,1113.4,Monday
2019-07-09,1161.3,Tuesday
2019-07-10,1682.0,Wednesday
2019-07-11,1650.2,Thursday
2019-07-12,2146.35,Friday
2019-07-13,4012.9,Saturday
2019-07-14,2140.6,Sunday
2019-07-15,1147.8,Monday
2019-07-16,1405.0,Tuesday
2019-07-17,1842.25,Wednesday
2019-07-18,1778.3,Thursday
2019-07-19,1811.4,Friday
2019-07-20,2833.5,Saturday
2019-07-21,2358.35,Sunday
2019-07-22,1492.45,Monday
2019-07-23,1030.7,Tuesday
2019-07-24,2138.8,Wednesday
2019-07-25,2175.4,Thursday
2019-07-26,1922.2,Friday
2019-07-27,3232.2,Saturday
2019-07-28,2969.05,Sunday
2019-07-29,1654.45,Monday
2019-07-30,1406.7,Tuesday
2019-07-31,2192.6,Wednesday
2019-08-01,1667.65,Thursday
2019-08-02,1922.5,Friday
2019-08-03,3330.8,Saturday
2019-08-04,2652.5,Sunday
2019-08-05,1165.7,Monday
2019-08-06,1687.7,Tuesday
2019-08-07,2108.35,Wednesday
2019-08-08,2072.8,Thursday
2019-08-09,1926.5,Friday
2019-08-10,3395.35,Saturday
2019-08-11,1685.5,Sunday
2019-08-12,1073.7,Monday
2019-08-13,1285.35,Tuesday
2019-08-14,1760.25,Wednesday
2019-08-15,2144.95,Thursday
2019-08-16,1836.2,Friday
2019-08-17,2905.2,Saturday
2019-08-18,2314.25,Sunday
2019-08-19,1525.9,Monday
2019-08-20,1606.05,Tuesday
2019-08-21,2266.5,Wednesday
2019-08-22,1430.55,Thursday
2019-08-23,1537.7,Friday
2019-08-24,2718.38,Saturday
2019-08-25,1964.55,Sunday
2019-08-26,2344.2,Monday
2019-08-27,1594.15,Tuesday
2019-08-28,2349.5,Wednesday
2019-08-29,1359.7,Thursday
2019-08-30,2462.5,Friday
2019-08-31,4003.95,Saturday
2019-09-01,2625.9,Sunday
2019-09-02,1620.9,Monday
2019-09-03,1608.2,Tuesday
2019-09-04,2146.25,Wednesday
2019-09-05,938.2,Thursday
2019-09-06,2726.05,Friday
2019-09-07,5226.55,Saturday
2019-09-08,2624.0,Sunday
2019-09-09,3638.3,Monday
2019-09-10,787.4,Tuesday
2019-09-11,1665.5,Wednesday
2019-09-12,1616.0,Thursday
2019-09-13,2938.05,Friday
2019-09-14,8938.45,Saturday
2019-09-15,5233.9,Sunday
2019-09-16,585.0,Monday
2019-09-17,644.4,Tuesday
2019-09-18,949.3,Wednesday
2019-09-19,711.6,Thursday
2019-09-20,2510.1,Friday
2019-09-21,8496.2,Saturday
2019-09-22,5511.25,Sunday
2019-09-23,499.5,Monday
2019-09-24,1136.0,Tuesday
2019-09-25,4379.55,Wednesday
2019-09-26,585.4,Thursday
2019-09-27,3408.7,Friday
2019-09-28,5774.85,Saturday
2019-09-29,3910.0,Sunday
2019-09-30,596.2,Monday
2019-10-01,863.3,Tuesday
2019-10-02,1069.7,Wednesday
2019-10-03,589.1,Thursday
2019-10-04,2429.1,Friday
2019-10-05,6408.3,Saturday
2019-10-06,4670.15,Sunday
2019-10-07,25.2,Monday
2019-10-08,63.0,Tuesday
2019-10-09,2386.3,Wednesday
2019-10-10,1179.3,Thursday
2019-10-11,2395.7,Friday
2019-10-12,6657.45,Saturday
2019-10-13,3070.05,Sunday
2019-10-14,753.75,Monday
2019-10-15,714.3,Tuesday
2019-10-16,885.5,Wednesday
2019-10-17,826.85,Thursday
2019-10-18,2954.2,Friday
2019-10-19,7950.95,Saturday
2019-10-20,5312.75,Sunday
2019-10-21,786.9,Monday
2019-10-22,918.8,Tuesday
2019-10-23,1145.1,Wednesday
2019-10-24,894.4,Thursday
2019-10-25,3450.45,Friday
2019-10-26,6575.8,Saturday
2019-10-27,4428.85,Sunday
2019-10-28,1323.5,Monday
2019-10-29,1209.6,Tuesday
2019-10-30,2266.45,Wednesday
2019-10-31,3183.45,Thursday
2019-11-01,6341.47,Friday
2019-11-02,7425.57,Saturday
2019-11-03,4343.25,Sunday
2019-11-04,531.0,Monday
2019-11-05,657.0,Tuesday
2019-11-06,1532.85,Wednesday
2019-11-07,851.3,Thursday
2019-11-08,3775.67,Friday
2019-11-09,8103.75,Saturday
2019-11-10,4160.22,Sunday
2019-11-11,942.4,Monday
2019-11-12,1428.3,Tuesday
2019-11-13,1739.1,Wednesday
2019-11-14,436.5,Thursday
2019-11-15,3549.65,Friday
2019-11-16,9582.6,Saturday
2019-11-17,5284.9,Sunday
2019-11-18,620.9,Monday
2019-11-19,592.8,Tuesday
2019-11-20,1061.95,Wednesday
2019-11-21,1481.35,Thursday
2019-11-22,3692.25,Friday
2019-11-23,7648.05,Saturday
2019-11-24,5848.15,Sunday
2019-11-25,327.8,Monday
2019-11-26,1079.25,Tuesday
2019-11-27,1369.5,Wednesday
2019-11-28,984.0,Thursday
2019-11-29,3841.4,Friday
2019-11-30,8286.05,Saturday
2019-12-01,7578.85,Sunday
2019-12-02,822.5,Monday
2019-12-03,499.4,Tuesday
2019-12-04,1271.55,Wednesday
2019-12-05,2417.9,Thursday
2019-12-06,5350.8,Friday
2019-12-07,6319.6,Saturday
2019-12-08,6830.65,Sunday
2019-12-09,4294.05,Monday
2019-12-10,542.35,Tuesday
2019-12-11,912.6,Wednesday
2019-12-12,1971.6,Thursday
2019-12-13,3981.45,Friday
2019-12-14,6242.35,Saturday
2019-12-15,5225.2,Sunday
2019-12-16,1269.85,Monday
2019-12-17,2299.55,Tuesday
2019-12-18,3145.7,Wednesday
2019-12-19,2628.7,Thursday
2019-12-20,5335.2,Friday
2019-12-21,8134.52,Saturday
2019-12-22,6311.17,Sunday
2019-12-23,4614.1,Monday
2019-12-24,1140.7,Tuesday
2019-12-25,3674.29,Wednesday
2019-12-26,5400.0,Thursday
2019-12-27,6696.9,Friday
2019-12-28,8083.3,Saturday
2019-12-29,6019.49,Sunday
2019-12-30,4413.7,Monday
2019-12-31,1181.5,Tuesday
2020-01-01,4092.85,Wednesday
2020-01-02,4865.3,Thursday
2020-01-03,7340.75,Friday
2020-01-04,8169.7,Saturday
2020-01-05,5053.2,Sunday
2020-01-06,3461.9,Monday
2020-01-07,2236.8,Tuesday
2020-01-08,1692.3,Wednesday
2020-01-09,973.2,Thursday
2020-01-10,3561.65,Friday
2020-01-11,7670.45,Saturday
2020-01-12,3528.7,Sunday
2020-01-13,1045.9,Monday
2020-01-14,1101.1,Tuesday
2020-01-15,1023.3,Wednesday
2020-01-16,857.1,Thursday
2020-01-17,3035.75,Friday
2020-01-18,10201.5,Saturday
2020-01-19,6837.95,Sunday
2020-01-20,895.5,Monday
2020-01-21,545.5,Tuesday
2020-01-22,1473.3,Wednesday
2020-01-23,1009.8,Thursday
2020-01-24,2828.0,Friday
2020-01-25,9134.05,Saturday
2020-01-26,6339.15,Sunday
2020-01-27,656.5,Monday
2020-01-28,750.4,Tuesday
2020-01-29,1372.9,Wednesday
2020-01-30,1521.2,Thursday
2020-01-31,4891.57,Friday
2020-02-01,8181.37,Saturday
2020-02-02,5362.45,Sunday
2020-02-03,368.6,Monday
2020-02-04,1007.2,Tuesday
2020-02-05,1664.8,Wednesday
2020-02-06,1272.4,Thursday
2020-02-07,3406.2,Friday
2020-02-08,8848.4,Saturday
2020-02-09,5600.9,Sunday
2020-02-10,570.8,Monday
2020-02-11,1732.65,Tuesday
2020-02-12,822.75,Wednesday
2020-02-13,1161.9,Thursday
2020-02-14,4364.22,Friday
2020-02-15,8578.1,Saturday
2020-02-16,4624.25,Sunday
2020-02-17,784.4,Monday
2020-02-18,311.6,Tuesday
2020-02-19,973.5,Wednesday
2020-02-20,855.7,Thursday
2020-02-21,3547.02,Friday
2020-02-22,6252.45,Saturday
2020-02-23,4825.35,Sunday
2020-02-24,803.5,Monday
2020-02-25,829.3,Tuesday
2020-02-26,1387.1,Wednesday
2020-02-27,1328.1,Thursday
2020-02-28,4323.1,Friday
2020-02-29,8878.0,Saturday
2020-03-01,5172.6,Sunday
2020-03-02,2673.5,Monday
2020-03-03,592.8,Tuesday
2020-03-04,1256.4,Wednesday
2020-03-05,923.55,Thursday
2020-03-06,2761.85,Friday
2020-03-07,8764.1,Saturday
2020-03-08,4561.35,Sunday
2020-03-09,381.6,Monday
2020-03-10,771.6,Tuesday
2020-03-11,555.3,Wednesday
2020-03-12,80.3,Thursday
2020-03-13,0.0,Friday
2020-03-14,0.0,Saturday
2020-03-15,0.0,Sunday
2020-03-16,0.0,Monday
2020-03-17,0.0,Tuesday
2020-03-18,0.0,Wednesday
2020-03-19,0.0,Thursday
2020-03-20,0.0,Friday
2020-03-21,0.0,Saturday
2020-03-22,0.0,Sunday
2020-03-23,0.0,Monday
2020-03-24,0.0,Tuesday
2020-03-25,0.0,Wednesday
2020-03-26,0.0,Thursday
2020-03-27,0.0,Friday
2020-03-28,0.0,Saturday
2020-03-29,0.0,Sunday
2020-03-30,0.0,Monday
2020-03-31,0.0,Tuesday
2020-04-01,0.0,Wednesday
2020-04-02,0.0,Thursday
2020-04-03,0.0,Friday
2020-04-04,0.0,Saturday
2020-04-05,0.0,Sunday
2020-04-06,0.0,Monday
2020-04-07,0.0,Tuesday
2020-04-08,0.0,Wednesday
2020-04-09,0.0,Thursday
2020-04-10,0.0,Friday
2020-04-11,0.0,Saturday
2020-04-12,0.0,Sunday
2020-04-13,0.0,Monday
2020-04-14,0.0,Tuesday
2020-04-15,0.0,Wednesday
2020-04-16,0.0,Thursday
2020-04-17,0.0,Friday
2020-04-18,0.0,Saturday
2020-04-19,0.0,Sunday
2020-04-20,0.0,Monday
