date,did_rain,total_precip_mm,day_type_domingo,day_type_sábado,day_type_festivo,day_type_laborable,is_post_holiday,is_pre_holiday,average_temp,is_closed,is_lockdown,is_curfew,prev_sales,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_name_April,month_name_August,month_name_December,month_name_February,month_name_January,month_name_July,month_name_June,month_name_March,month_name_May,month_name_November,month_name_October,month_name_September,year_2015.0,year_2016.0,year_2017.0,year_2018.0,year_2019.0,year_2020.0,year_2021.0
2021-05-27,0,0,0,0,1,0,0,0,17,0,0,0,2455.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
